Generator,MaxCap,MinStable,MinUpTime,MinDownTime,DownHrInitial,MaxRampUpTime,MaxRampDownTime
ReEDS_re-ct_p63_85,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_165,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_101,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_1,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_54,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_49,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_lfill-gas_p63_3,12.2,12.2,7,7,10000,1.708,1.708
ReEDS_re-ct_p63_67,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_33,339.5654,169.7827,6,8,10000,16.97827,16.97827
ReEDS_re-ct_p63_131,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_70,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_98,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_128,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_20,328.2727,164.1364,6,8,10000,16.413636,16.413636
ReEDS_gas-cc_re-cc_p63_27,329.5714,164.7857,6,8,10000,16.478571,16.478571
ReEDS_re-ct_p63_28,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_36,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p64_2,330.25,165.125,6,8,10000,16.5125,16.5125
ReEDS_re-ct_p63_94,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_223,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_81,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_3,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_130,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_108,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_117,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_20,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_99,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_150,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_58,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-ct_re-ct_p64_1,236.3,141.78,0,0,10000,18.904,18.904
ReEDS_re-ct_p63_213,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_242,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_64,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_181,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_218,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_53,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p67_10,379,189.5,6,8,10000,18.95,18.95
ReEDS_re-ct_p63_12,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_77,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_215,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_159,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_62,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_249,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_4,322.7,161.35,6,8,10000,16.135,16.135
ReEDS_gas-cc_re-cc_p63_28,329.5714,164.7857,6,8,10000,16.478571,16.478571
ReEDS_re-ct_p63_226,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_217,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_244,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p65_4,384,192,6,8,10000,19.2,19.2
ReEDS_re-ct_p63_23,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_228,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_31,76.1,38.05,6,8,10000,3.805,3.805
ReEDS_re-ct_p63_44,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_90,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p67_12,451,225.5,6,8,10000,22.55,22.55
ReEDS_re-ct_p63_79,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_30,236,118,6,8,10000,11.8,11.8
ReEDS_re-ct_p63_123,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_lfill-gas_p64_2,3.2,3.2,7,7,10000,0.448,0.448
ReEDS_re-ct_p63_88,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_89,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_164,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p62_2,338.4667,169.2333,6,8,10000,16.923333,16.923333
ReEDS_gas-cc_re-cc_p67_13,673.6433,336.8216,6,8,10000,33.682164,33.682164
ReEDS_re-ct_p63_122,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_151,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p65_2,384,192,6,8,10000,19.2,19.2
ReEDS_re-ct_p63_4,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_96,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_133,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_230,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_65,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_21,328.2727,164.1364,6,8,10000,16.413636,16.413636
ReEDS_re-ct_p63_175,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p67_6,349.04,174.52,6,8,10000,17.452,17.452
ReEDS_gas-cc_re-cc_p67_7,349.04,174.52,6,8,10000,17.452,17.452
ReEDS_gas-cc_re-cc_p62_1,338.4667,169.2333,6,8,10000,16.923333,16.923333
ReEDS_re-ct_p63_15,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_18,328.2727,164.1364,6,8,10000,16.413636,16.413636
ReEDS_gas-ct_re-ct_p63_3,244.68,146.808,0,0,10000,19.5744,19.5744
ReEDS_gas-cc_re-cc_p64_6,330.25,165.125,6,8,10000,16.5125,16.5125
ReEDS_re-ct_p63_235,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_114,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p65_5,319,159.5,6,8,10000,15.95,15.95
ReEDS_re-ct_p63_193,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_176,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_92,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p67_8,349.04,174.52,6,8,10000,17.452,17.452
ReEDS_gas-cc_re-cc_p63_2,322.7,161.35,6,8,10000,16.135,16.135
ReEDS_re-ct_p63_127,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_110,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_126,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_180,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_13,328.2727,164.1364,6,8,10000,16.413636,16.413636
ReEDS_re-ct_p63_9,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_196,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_39,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_42,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_10,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_216,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p60_1,88.59,53.154,0,0,10000,7.087198,7.087198
ReEDS_re-ct_p63_186,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_173,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_154,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_29,267,133.5,6,8,10000,13.35,13.35
ReEDS_re-ct_p63_30,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-ct_re-ct_p64_2,3.7,2.22,0,0,10000,0.296,0.296
ReEDS_re-ct_p63_174,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_lfill-gas_p64_1,6.4,6.4,7,7,10000,0.896,0.896
ReEDS_re-ct_p63_178,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_233,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_125,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_104,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_167,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_120,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p67_1,415,207.5,6,8,10000,20.75,20.75
ReEDS_re-ct_p63_116,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_10,322.7,161.35,6,8,10000,16.135,16.135
ReEDS_re-ct_p63_152,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_153,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_52,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_8,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_66,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p64_11,837,418.5,6,8,10000,41.85,41.85
ReEDS_gas-cc_re-cc_p63_9,322.7,161.35,6,8,10000,16.135,16.135
ReEDS_re-ct_p63_121,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_168,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p65_7,484,242,6,8,10000,24.2,24.2
ReEDS_re-ct_p63_200,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-ct_re-ct_p60_1,402,241.2,0,0,10000,32.16,32.16
ReEDS_lfill-gas_p63_1,14.4,14.4,7,7,10000,2.016,2.016
ReEDS_re-ct_p63_207,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p62_3,338.4667,169.2333,6,8,10000,16.923333,16.923333
ReEDS_re-ct_p63_37,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_107,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_32,339.5654,169.7827,6,8,10000,16.97827,16.97827
ReEDS_re-ct_p63_239,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_142,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_60,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_55,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_148,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_243,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_15,328.2727,164.1364,6,8,10000,16.413636,16.413636
ReEDS_re-ct_p63_45,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_232,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_189,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_82,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_97,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_140,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_26,329.5714,164.7857,6,8,10000,16.478571,16.478571
ReEDS_re-ct_p63_194,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_206,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p64_5,330.25,165.125,6,8,10000,16.5125,16.5125
ReEDS_gas-ct_re-ct_p64_3,208,124.8,0,0,10000,16.64,16.64
ReEDS_re-ct_p63_192,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p65_3,384,192,6,8,10000,19.2,19.2
ReEDS_re-ct_p63_93,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p64_8,330.25,165.125,6,8,10000,16.5125,16.5125
ReEDS_re-ct_p63_141,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_183,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_166,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p64_9,510,255,6,8,10000,25.5,25.5
ReEDS_re-ct_p63_31,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_201,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_237,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_156,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p65_6,175,87.5,6,8,10000,8.75,8.75
ReEDS_re-ct_p63_48,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_56,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_205,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_139,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_71,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_80,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_241,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_38,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_113,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_209,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_19,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_229,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p64_1,330.25,165.125,6,8,10000,16.5125,16.5125
ReEDS_re-ct_p63_163,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_51,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_26,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_72,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_132,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_225,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_136,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_105,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_16,328.2727,164.1364,6,8,10000,16.413636,16.413636
ReEDS_re-ct_p63_177,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_25,329.5714,164.7857,6,8,10000,16.478571,16.478571
ReEDS_gas-cc_re-cc_p64_3,330.25,165.125,6,8,10000,16.5125,16.5125
ReEDS_re-ct_p63_22,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_179,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_41,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_212,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_211,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_144,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_198,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p67_4,585,292.5,6,8,10000,29.25,29.25
ReEDS_gas-ct_re-ct_p65_2,184,110.4,0,0,10000,14.72,14.72
ReEDS_gas-cc_re-cc_p63_12,328.2727,164.1364,6,8,10000,16.413636,16.413636
ReEDS_gas-cc_re-cc_p67_2,415,207.5,6,8,10000,20.75,20.75
ReEDS_re-ct_p63_238,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_7,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_185,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_220,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_17,328.2727,164.1364,6,8,10000,16.413636,16.413636
ReEDS_re-ct_p63_46,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_23,329.5714,164.7857,6,8,10000,16.478571,16.478571
ReEDS_re-ct_p63_221,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_14,328.2727,164.1364,6,8,10000,16.413636,16.413636
ReEDS_re-ct_p63_118,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_115,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_138,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-ct_re-ct_p67_2,436,261.6,0,0,10000,34.88,34.88
ReEDS_re-ct_p63_188,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_227,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_lfill-gas_p65_2,5.8,5.8,7,7,10000,0.812,0.812
ReEDS_re-ct_p63_83,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-ct_re-ct_p65_3,45,27,0,0,10000,3.6,3.6
ReEDS_gas-ct_re-ct_p62_1,321,192.6,0,0,10000,25.68,25.68
ReEDS_re-ct_p63_43,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_87,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_1,322.7,161.35,6,8,10000,16.135,16.135
ReEDS_re-ct_p63_231,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_146,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p64_7,330.25,165.125,6,8,10000,16.5125,16.5125
ReEDS_gas-cc_re-cc_p67_3,415,207.5,6,8,10000,20.75,20.75
ReEDS_gas-cc_re-cc_p64_10,844,422,6,8,10000,42.2,42.2
ReEDS_re-ct_p63_219,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_36,339.5654,169.7827,6,8,10000,16.97827,16.97827
ReEDS_gas-cc_re-cc_p63_19,328.2727,164.1364,6,8,10000,16.413636,16.413636
ReEDS_re-ct_p63_50,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_69,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_7,322.7,161.35,6,8,10000,16.135,16.135
ReEDS_gas-cc_re-cc_p63_35,339.5654,169.7827,6,8,10000,16.97827,16.97827
ReEDS_gas-cc_re-cc_p65_8,694,347,6,8,10000,34.7,34.7
ReEDS_re-ct_p63_17,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_57,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_61,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_6,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_22,329.5714,164.7857,6,8,10000,16.478571,16.478571
ReEDS_re-ct_p63_208,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_13,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_100,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_lfill-gas_p63_2,5.8,5.8,7,7,10000,0.812,0.812
ReEDS_re-ct_p63_247,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_172,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_68,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p67_11,537.2,268.6,6,8,10000,26.86,26.86
ReEDS_gas-ct_re-ct_p67_1,152,91.2,0,0,10000,12.16,12.16
ReEDS_re-ct_p63_86,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p67_5,349.04,174.52,6,8,10000,17.452,17.452
ReEDS_re-ct_p63_155,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_195,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-ct_re-ct_p65_1,177.4,106.44,0,0,10000,14.192,14.192
ReEDS_gas-ct_re-ct_p63_2,208,124.8,0,0,10000,16.64,16.64
ReEDS_re-ct_p63_63,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_112,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_95,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_24,329.5714,164.7857,6,8,10000,16.478571,16.478571
ReEDS_re-ct_p63_157,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_147,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_24,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_16,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_204,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_248,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_5,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_170,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_2,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_246,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_33,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_234,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_11,328.2727,164.1364,6,8,10000,16.413636,16.413636
ReEDS_re-ct_p63_91,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_135,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_182,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_lfill-gas_p65_1,18,18,7,7,10000,2.52,2.52
ReEDS_re-ct_p63_102,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_119,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_35,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_129,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p63_5,322.7,161.35,6,8,10000,16.135,16.135
ReEDS_re-ct_p63_187,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_18,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_124,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_gas-cc_re-cc_p67_9,349.04,174.52,6,8,10000,17.452,17.452
ReEDS_re-ct_p63_203,53.1778,31.9067,0,0,10000,4.254225,4.254225
ReEDS_re-ct_p63_47,53.1778,31.9067,0,0,10000,4.254225,4.254225
