Generator,Startup,Fuel_Price,VOM,HeatRateBase,HeatRateIncr
ReEDS_re-ct_p63_79,3601.7785,14.778,3.696765,24.774576,11.440783
ReEDS_re-ct_p63_123,3661.6286,14.778,3.701114,25.403587,11.731257
ReEDS_re-ct_p63_88,3679.3349,14.778,3.676099,24.665076,11.390216
ReEDS_re-ct_p63_89,3674.0097,14.778,3.694605,25.435201,11.745856
ReEDS_re-ct_p63_164,3666.5474,14.778,3.674643,24.951384,11.522432
ReEDS_re-ct_p63_122,3727.7811,14.778,3.616529,24.848523,11.474931
ReEDS_re-ct_p63_151,3604.6508,14.778,3.661084,25.233048,11.652503
ReEDS_re-ct_p63_4,3672.9819,14.778,3.612084,25.433406,11.745027
ReEDS_re-ct_p63_96,3606.9591,14.778,3.714436,25.160703,11.619094
ReEDS_re-ct_p63_133,3636.9377,14.778,3.701678,25.255834,11.663025
ReEDS_re-ct_p63_230,3647.5299,14.778,3.669922,25.130509,11.605151
ReEDS_re-ct_p63_65,3714.8875,14.778,3.63743,24.939322,11.516861
ReEDS_re-ct_p63_175,3599.0551,14.778,3.680249,25.30675,11.686538
ReEDS_re-ct_p63_15,3654.5428,14.778,3.664049,24.894531,11.496177
ReEDS_re-ct_p63_235,3739.5419,14.778,3.586564,25.059222,11.572231
ReEDS_re-ct_p63_114,3740.0968,14.778,3.66969,25.140888,11.609944
ReEDS_re-ct_p63_193,3714.0993,14.778,3.597832,24.980445,11.535852
ReEDS_re-ct_p63_176,3696.5313,14.778,3.665195,24.698337,11.405576
ReEDS_re-ct_p63_92,3601.3792,14.778,3.685263,25.302744,11.684688
ReEDS_re-ct_p63_127,3607.2137,14.778,3.705658,25.026159,11.556963
ReEDS_re-ct_p63_110,3627.8447,14.778,3.70999,24.564416,11.343732
ReEDS_re-ct_p63_126,3683.039,14.778,3.669303,24.541126,11.332977
ReEDS_re-ct_p63_180,3615.5845,14.778,3.710872,24.837883,11.470018
ReEDS_re-ct_p63_9,3640.6239,14.778,3.613999,25.099103,11.590648
ReEDS_re-ct_p63_196,3632.7029,14.778,3.641073,24.925135,11.51031
ReEDS_re-ct_p63_39,3615.9455,14.778,3.671783,25.321903,11.693535
ReEDS_re-ct_p63_42,3627.7489,14.778,3.696288,24.977766,11.534615
ReEDS_re-ct_p63_10,3649.8211,14.778,3.720293,25.211785,11.642684
ReEDS_re-ct_p63_216,3664.9647,14.778,3.678139,24.888303,11.493301
ReEDS_re-ct_p60_1,6131.7925,14.778,3.634709,25.245766,11.658376
ReEDS_re-ct_p63_186,3626.2867,14.778,3.704324,25.398046,11.728698
ReEDS_re-ct_p63_173,3668.0428,14.778,3.685768,24.759505,11.433823
ReEDS_re-ct_p63_154,3685.5866,14.778,3.594557,25.389991,11.724978
ReEDS_re-ct_p63_30,3701.3684,14.778,3.631592,25.312107,11.689012
ReEDS_re-ct_p63_174,3638.7423,14.778,3.651811,24.741552,11.425532
ReEDS_re-ct_p63_178,3628.6682,14.778,3.634063,25.502615,11.776987
ReEDS_re-ct_p63_233,3686.4334,14.778,3.679673,25.417276,11.737579
ReEDS_re-ct_p63_125,3730.9804,14.778,3.686907,24.920468,11.508155
ReEDS_re-ct_p63_104,3689.5999,14.778,3.683889,24.851632,11.476367
ReEDS_re-ct_p63_167,3636.3832,14.778,3.692872,25.367584,11.714631
ReEDS_re-ct_p63_120,3627.2833,14.778,3.692194,25.354821,11.708737
ReEDS_re-ct_p63_116,3728.3858,14.778,3.603229,24.831704,11.467164
ReEDS_re-ct_p63_152,3740.1059,14.778,3.604108,25.051866,11.568834
ReEDS_re-ct_p63_153,3724.2433,14.778,3.636236,25.503359,11.777331
ReEDS_re-ct_p63_52,3608.776,14.778,3.636127,25.527828,11.788631
ReEDS_re-ct_p63_8,3662.3366,14.778,3.676858,24.937819,11.516168
ReEDS_re-ct_p63_66,3631.7418,14.778,3.700409,25.513973,11.782233
ReEDS_re-ct_p63_121,3737.1119,14.778,3.649116,24.962698,11.527656
ReEDS_re-ct_p63_168,3737.2673,14.778,3.702145,25.362229,11.712158
ReEDS_re-ct_p63_200,3620.2383,14.778,3.611814,24.569249,11.345964
ReEDS_re-ct_p63_207,3618.6869,14.778,3.588704,25.354919,11.708782
ReEDS_re-ct_p63_37,3621.0403,14.778,3.606744,25.35418,11.708441
ReEDS_re-ct_p63_107,3695.1161,14.778,3.705103,24.70532,11.408801
ReEDS_re-ct_p63_239,3620.2177,14.778,3.685917,25.198632,11.63661
ReEDS_re-ct_p63_142,3658.23,14.778,3.652378,25.412333,11.735296
ReEDS_re-ct_p63_60,3685.9523,14.778,3.712189,24.797409,11.451327
ReEDS_re-ct_p63_55,3695.4135,14.778,3.712255,25.054887,11.570229
ReEDS_re-ct_p63_148,3624.2168,14.778,3.642266,24.877757,11.488431
ReEDS_re-ct_p63_243,3728.7111,14.778,3.682067,24.559444,11.341436
ReEDS_re-ct_p63_45,3719.6451,14.778,3.619643,25.198123,11.636375
ReEDS_re-ct_p63_232,3737.1384,14.778,3.707044,24.895688,11.496711
ReEDS_re-ct_p63_189,3669.4539,14.778,3.675106,24.723071,11.416998
ReEDS_re-ct_p63_82,3612.981,14.778,3.612248,24.653144,11.384706
ReEDS_re-ct_p63_97,3628.1005,14.778,3.713723,24.609332,11.364474
ReEDS_re-ct_p63_140,3685.6501,14.778,3.633074,25.053315,11.569503
ReEDS_re-ct_p63_194,3733.845,14.778,3.628393,24.837557,11.469867
ReEDS_re-ct_p63_206,3672.3545,14.778,3.658386,24.56828,11.345516
ReEDS_re-ct_p63_192,3729.4697,14.778,3.704956,25.204145,11.639156
ReEDS_re-ct_p63_93,3687.6415,14.778,3.716671,24.638975,11.378163
ReEDS_re-ct_p63_141,3675.0991,14.778,3.694015,25.063642,11.574272
ReEDS_re-ct_p63_183,3659.6729,14.778,3.688039,24.618229,11.368582
ReEDS_re-ct_p63_166,3667.6211,14.778,3.605698,24.876736,11.48796
ReEDS_re-ct_p63_31,3731.3604,14.778,3.652294,25.234009,11.652947
ReEDS_re-ct_p63_201,3602.2227,14.778,3.58452,25.331664,11.698043
ReEDS_re-ct_p63_237,3668.9643,14.778,3.700306,25.438665,11.747456
ReEDS_re-ct_p63_156,3687.257,14.778,3.577134,24.961899,11.527287
ReEDS_re-ct_p63_48,3658.0018,14.778,3.663402,24.999216,11.54452
ReEDS_re-ct_p63_56,3633.5019,14.778,3.578406,24.696871,11.404899
ReEDS_re-ct_p63_205,3663.5049,14.778,3.673585,25.403182,11.73107
ReEDS_re-ct_p63_139,3604.6056,14.778,3.639968,25.217132,11.645153
ReEDS_re-ct_p63_71,3729.1431,14.778,3.656818,24.59726,11.358899
ReEDS_re-ct_p63_80,3664.525,14.778,3.59853,24.895682,11.496709
ReEDS_re-ct_p63_241,3636.2676,14.778,3.691431,25.212894,11.643196
ReEDS_re-ct_p63_38,3703.8674,14.778,3.718328,24.999559,11.544679
ReEDS_re-ct_p63_113,3607.1588,14.778,3.675429,25.309429,11.687775
ReEDS_re-ct_p63_209,3624.9572,14.778,3.690391,24.851471,11.476292
ReEDS_re-ct_p63_19,3661.2554,14.778,3.592812,25.36456,11.713235
ReEDS_re-ct_p63_229,3686.2892,14.778,3.61748,25.369377,11.715459
ReEDS_re-ct_p63_163,3609.7776,14.778,3.609903,25.144057,11.611407
ReEDS_re-ct_p63_51,3657.3722,14.778,3.705221,25.151,11.614613
ReEDS_re-ct_p63_26,3621.9981,14.778,3.603481,25.518908,11.784511
ReEDS_re-ct_p63_72,3661.625,14.778,3.719831,24.850886,11.476022
ReEDS_re-ct_p63_132,3681.868,14.778,3.699632,25.322524,11.693822
ReEDS_re-ct_p63_225,3602.7024,14.778,3.635684,24.537162,11.331146
ReEDS_re-ct_p63_136,3723.2608,14.778,3.613116,25.426034,11.741623
ReEDS_re-ct_p63_105,3700.5629,14.778,3.642843,25.257974,11.664014
ReEDS_re-ct_p63_177,3633.0926,14.778,3.710108,25.524035,11.786879
ReEDS_re-ct_p63_22,3633.2337,14.778,3.66603,25.101239,11.591634
ReEDS_re-ct_p63_179,3707.2037,14.778,3.621059,25.17531,11.62584
ReEDS_re-ct_p63_41,3661.3608,14.778,3.635966,25.265146,11.667326
ReEDS_re-ct_p63_212,3689.6622,14.778,3.627079,24.708605,11.410318
ReEDS_re-ct_p63_211,3710.4008,14.778,3.611845,24.572753,11.347582
ReEDS_re-ct_p63_144,3640.0637,14.778,3.639409,24.552193,11.338087
ReEDS_re-ct_p63_198,3681.0594,14.778,3.661313,24.894501,11.496163
ReEDS_re-ct_p63_238,3649.6329,14.778,3.586626,25.295331,11.681265
ReEDS_re-ct_p63_7,3714.7823,14.778,3.704848,24.788188,11.447069
ReEDS_re-ct_p63_185,3617.0206,14.778,3.673582,25.310545,11.688291
ReEDS_re-ct_p63_220,3670.9151,14.778,3.66502,24.640425,11.378832
ReEDS_re-ct_p63_46,3598.2778,14.778,3.643898,25.102433,11.592186
ReEDS_re-ct_p63_221,3645.2837,14.778,3.720203,24.741669,11.425586
ReEDS_re-ct_p63_118,3597.8339,14.778,3.722263,24.672022,11.393424
ReEDS_re-ct_p63_115,3655.8957,14.778,3.660183,25.469123,11.761521
ReEDS_re-ct_p63_138,3656.7501,14.778,3.579601,25.230232,11.651202
ReEDS_re-ct_p63_188,3662.1254,14.778,3.693566,24.963681,11.52811
ReEDS_re-ct_p63_227,3683.8799,14.778,3.637511,24.817573,11.460639
ReEDS_re-ct_p63_83,3625.6737,14.778,3.660774,25.231763,11.65191
ReEDS_re-ct_p63_43,3689.6459,14.778,3.651481,24.938246,11.516365
ReEDS_re-ct_p63_87,3626.2129,14.778,3.631551,25.08272,11.583082
ReEDS_re-ct_p63_231,3621.6626,14.778,3.61348,24.93303,11.513956
ReEDS_re-ct_p63_146,3688.7435,14.778,3.596314,25.109469,11.595435
ReEDS_re-ct_p63_219,3680.0691,14.778,3.701071,24.938583,11.51652
ReEDS_re-ct_p63_50,3637.4385,14.778,3.661952,24.882969,11.490838
ReEDS_re-ct_p63_69,3677.5099,14.778,3.676012,25.398586,11.728948
ReEDS_re-ct_p63_17,3724.496,14.778,3.66704,25.069189,11.576834
ReEDS_re-ct_p63_57,3737.8703,14.778,3.700705,24.872847,11.486164
ReEDS_re-ct_p63_61,3686.2388,14.778,3.680316,24.538968,11.33198
ReEDS_re-ct_p63_6,3737.6175,14.778,3.662138,25.09212,11.587423
ReEDS_re-ct_p63_208,3599.1104,14.778,3.616837,24.612994,11.366165
ReEDS_re-ct_p63_13,3723.9737,14.778,3.661062,24.869728,11.484723
ReEDS_re-ct_p63_100,3647.6885,14.778,3.655183,24.938727,11.516587
ReEDS_re-ct_p63_247,3720.6384,14.778,3.61446,24.554953,11.339362
ReEDS_re-ct_p63_172,3615.6959,14.778,3.651578,25.289761,11.678693
ReEDS_re-ct_p63_68,3702.9729,14.778,3.596156,24.66316,11.389331
ReEDS_re-ct_p63_86,3697.4276,14.778,3.602959,25.350493,11.706738
ReEDS_re-ct_p63_155,3687.2589,14.778,3.657836,25.223256,11.647981
ReEDS_re-ct_p63_195,3692.2505,14.778,3.685442,24.648147,11.382398
ReEDS_re-ct_p63_63,3617.9341,14.778,3.679364,24.940871,11.517577
ReEDS_re-ct_p63_112,3600.9491,14.778,3.629055,24.802462,11.45366
ReEDS_re-ct_p63_95,3666.6528,14.778,3.606375,24.868506,11.484159
ReEDS_re-ct_p63_157,3714.034,14.778,3.598382,24.782552,11.444466
ReEDS_re-ct_p63_147,3596.2032,14.778,3.720142,24.543673,11.334153
ReEDS_re-ct_p63_24,3654.3982,14.778,3.647373,24.805247,11.454946
ReEDS_re-ct_p63_16,3628.0103,14.778,3.58216,24.931121,11.513075
ReEDS_re-ct_p63_204,3661.5189,14.778,3.577911,24.918708,11.507342
ReEDS_re-ct_p63_248,3724.9265,14.778,3.61667,25.337354,11.700671
ReEDS_re-ct_p63_5,3619.2555,14.778,3.628193,24.888539,11.49341
ReEDS_re-ct_p63_170,3688.4985,14.778,3.623751,25.408944,11.733731
ReEDS_re-ct_p63_2,3656.589,14.778,3.5843,24.706594,11.409389
ReEDS_re-ct_p63_246,3734.2625,14.778,3.59435,25.260601,11.665227
ReEDS_re-ct_p63_33,3690.4375,14.778,3.632024,24.587063,11.35419
ReEDS_re-ct_p63_234,3645.6217,14.778,3.702547,24.65553,11.385808
ReEDS_re-ct_p63_91,3695.7141,14.778,3.632235,25.453653,11.754377
ReEDS_re-ct_p63_135,3731.2306,14.778,3.590847,25.300399,11.683605
ReEDS_re-ct_p63_182,3663.333,14.778,3.678075,24.552779,11.338358
ReEDS_re-ct_p63_102,3655.6464,14.778,3.70794,24.634764,11.376218
ReEDS_re-ct_p63_119,3680.7667,14.778,3.63513,24.619948,11.369376
ReEDS_re-ct_p63_35,3642.763,14.778,3.594361,25.151647,11.614912
ReEDS_re-ct_p63_129,3660.5643,14.778,3.577749,24.625859,11.372106
ReEDS_re-ct_p63_187,3684.2338,14.778,3.578581,24.865664,11.482847
ReEDS_re-ct_p63_18,3704.1556,14.778,3.615105,25.371617,11.716494
ReEDS_re-ct_p63_124,3642.3989,14.778,3.67537,25.436087,11.746265
ReEDS_re-ct_p63_203,3606.5064,14.778,3.634331,24.787983,11.446974
ReEDS_re-ct_p63_47,3703.8476,14.778,3.674738,25.290977,11.679254
ReEDS_re-ct_p63_73,3631.9947,14.778,3.593107,24.761736,11.434853
ReEDS_re-ct_p63_236,3614.2208,14.778,3.721836,24.622337,11.370479
ReEDS_re-ct_p63_34,3673.1555,14.778,3.658475,24.688406,11.40099
ReEDS_re-ct_p63_134,3669.4594,14.778,3.697318,25.498952,11.775296
ReEDS_re-ct_p63_210,3703.5104,14.778,3.602035,24.96269,11.527653
ReEDS_re-ct_p63_21,3677.6096,14.778,3.592849,25.099031,11.590614
ReEDS_re-ct_p63_245,3690.101,14.778,3.718503,25.188859,11.632096
ReEDS_re-ct_p63_59,3607.8791,14.778,3.686888,25.288481,11.678102
ReEDS_re-ct_p63_162,3688.8644,14.778,3.622978,24.689873,11.401667
ReEDS_re-ct_p63_149,3714.2197,14.778,3.714875,25.122017,11.601229
ReEDS_re-ct_p63_197,3634.849,14.778,3.587232,25.467961,11.760984
ReEDS_re-ct_p63_11,3693.7488,14.778,3.705101,25.307008,11.686657
ReEDS_re-ct_p63_222,3637.9395,14.778,3.721954,25.200113,11.637294
ReEDS_re-ct_p63_161,3602.3354,14.778,3.702046,24.6153,11.36723
ReEDS_re-ct_p63_143,3718.1442,14.778,3.714895,24.746181,11.42767
ReEDS_re-ct_p63_109,3700.6901,14.778,3.661368,25.166619,11.621826
ReEDS_re-ct_p63_160,3621.3421,14.778,3.605873,25.458834,11.75677
ReEDS_re-ct_p63_224,3599.1199,14.778,3.623197,24.649029,11.382806
ReEDS_re-ct_p63_40,3720.9846,14.778,3.698177,25.352312,11.707578
ReEDS_re-ct_p63_137,3708.8457,14.778,3.614858,24.762778,11.435334
ReEDS_re-ct_p63_158,3604.6771,14.778,3.62084,25.164116,11.62067
ReEDS_re-ct_p63_25,3612.122,14.778,3.577141,24.693327,11.403262
